"","x"
"1710","mexican"
"1711","mexican"
"1712","greek"
"1713","mexican"
"1714","italian"
"1715","italian"
"1716","greek"
"1717","italian"
"1718","italian"
"1719","indian"
"1720","italian"
"1721","indian"
"1722","french"
"1723","thai"
"1724","irish"
"1725","vietnamese"
"1726","thai"
"1727","thai"
"1728","thai"
"1729","mexican"
"1730","mexican"
"1731","mexican"
"1732","mexican"
"1733","mexican"
"1734","southern_us"
"1735","mexican"
"1736","japanese"
"1737","korean"
"1738","mexican"
"1739","italian"
"1740","mexican"
"1741","brazilian"
"1742","mexican"
"1743","mexican"
"1744","french"
"1745","chinese"
"1746","french"
"1747","thai"
"1748","thai"
"1749","thai"
"1750","indian"
"1751","mexican"
"1752","mexican"
"1753","greek"
"1754","chinese"
"1755","italian"
"1756","korean"
"1757","thai"
"1758","southern_us"
"1759","indian"
"1760","indian"
"1761","italian"
"1762","italian"
"1763","mexican"
"1764","indian"
"1765","chinese"
"1766","british"
"1767","japanese"
"1768","indian"
"1769","mexican"
"1770","mexican"
"1771","mexican"
"1772","greek"
"1773","mexican"
"1774","chinese"
"1775","indian"
"1776","jamaican"
"1777","southern_us"
"1778","italian"
"1779","mexican"
"1780","mexican"
"1781","italian"
"1782","jamaican"
"1783","greek"
"1784","mexican"
"1785","mexican"
"1786","japanese"
"1787","italian"
"1788","mexican"
"1789","italian"
"1790","italian"
"1791","moroccan"
"1792","indian"
"1793","japanese"
"1794","italian"
"1795","indian"
"1796","mexican"
"1797","mexican"
"1798","southern_us"
"1799","french"
"1800","italian"
"1801","korean"
"1802","italian"
"1803","southern_us"
"1804","japanese"
"1805","thai"
"1806","italian"
"1807","mexican"
"1808","indian"
"1809","italian"
"1810","chinese"
"1811","mexican"
"1812","french"
"1813","italian"
"1814","chinese"
"1815","indian"
"1816","southern_us"
"1817","thai"
"1818","italian"
"1819","italian"
"1820","southern_us"
"1821","brazilian"
"1822","mexican"
"1823","italian"
"1824","cajun_creole"
"1825","southern_us"
"1826","italian"
"1827","southern_us"
"1828","mexican"
"1829","indian"
"1830","jamaican"
"1831","southern_us"
"1832","mexican"
"1833","japanese"
"1834","brazilian"
"1835","greek"
"1836","italian"
"1837","southern_us"
"1838","indian"
"1839","vietnamese"
"1840","italian"
"1841","mexican"
"1842","brazilian"
"1843","italian"
"1844","italian"
"1845","vietnamese"
"1846","italian"
"1847","mexican"
"1848","mexican"
"1849","indian"
"1850","thai"
"1851","mexican"
"1852","thai"
"1853","vietnamese"
"1854","mexican"
"1855","italian"
"1856","italian"
"1857","mexican"
"1858","filipino"
"1859","french"
"1860","vietnamese"
"1861","thai"
"1862","korean"
"1863","southern_us"
"1864","cajun_creole"
"1865","mexican"
"1866","southern_us"
"1867","italian"
"1868","mexican"
"1869","italian"
"1870","italian"
"1871","mexican"
"1872","italian"
"1873","mexican"
"1874","italian"
"1875","indian"
"1876","spanish"
"1877","indian"
"1878","cajun_creole"
"1879","japanese"
"1880","indian"
"1881","japanese"
"1882","vietnamese"
"1883","mexican"
"1884","mexican"
"1885","italian"
"1886","mexican"
"1887","filipino"
"1888","indian"
"1889","mexican"
"1890","italian"
"1891","chinese"
"1892","indian"
"1893","greek"
"1894","southern_us"
"1895","mexican"
"1896","mexican"
"1897","thai"
"1898","southern_us"
"1899","italian"
"1900","japanese"
"1901","moroccan"
"1902","italian"
"1903","italian"
"1904","southern_us"
"1905","mexican"
"1906","southern_us"
"1907","italian"
"1908","mexican"
"1909","italian"
"1910","mexican"
"1911","filipino"
"1912","mexican"
"1913","greek"
"1914","chinese"
"1915","japanese"
"1916","french"
"1917","mexican"
"1918","mexican"
"1919","italian"
"1920","mexican"
"1921","mexican"
"1922","moroccan"
"1923","japanese"
"1924","italian"
"1925","cajun_creole"
"1926","italian"
"1927","southern_us"
"1928","thai"
"1929","italian"
"1930","mexican"
"1931","italian"
"1932","jamaican"
"1933","mexican"
"1934","chinese"
"1935","mexican"
"1936","italian"
"1937","mexican"
"1938","mexican"
"1939","italian"
"1940","mexican"
"1941","mexican"
"1942","chinese"
"1943","cajun_creole"
"1944","mexican"
"1945","spanish"
"1946","brazilian"
"1947","italian"
"1948","mexican"
"1949","indian"
"1950","irish"
"1951","mexican"
"1952","mexican"
"1953","indian"
"1954","italian"
"1955","korean"
"1956","indian"
"1957","southern_us"
"1958","thai"
"1959","chinese"
"1960","mexican"
"1961","chinese"
"1962","mexican"
"1963","italian"
"1964","chinese"
"1965","italian"
"1966","mexican"
"1967","italian"
"1968","italian"
"1969","russian"
"1970","italian"
"1971","chinese"
"1972","mexican"
"1973","mexican"
"1974","mexican"
"1975","chinese"
"1976","italian"
"1977","southern_us"
"1978","southern_us"
"1979","southern_us"
"1980","irish"
"1981","japanese"
"1982","mexican"
"1983","mexican"
"1984","mexican"
"1985","korean"
"1986","mexican"
"1987","mexican"
"1988","italian"
"1989","italian"
"1990","mexican"
"1991","cajun_creole"
"1992","mexican"
"1993","brazilian"
"1994","mexican"
"1995","mexican"
"1996","thai"
"1997","indian"
"1998","mexican"
"1999","mexican"
"2000","japanese"
"2001","chinese"
"2002","mexican"
"2003","british"
"2004","italian"
"2005","indian"
"2006","spanish"
"2007","japanese"
"2008","southern_us"
"2009","italian"
"2010","mexican"
"2011","thai"
"2012","indian"
"2013","chinese"
"2014","mexican"
"2015","korean"
"2016","mexican"
"2017","chinese"
"2018","indian"
"2019","vietnamese"
"2020","southern_us"
"2021","chinese"
"2022","italian"
"2023","jamaican"
"2024","italian"
"2025","brazilian"
"2026","indian"
"2027","korean"
"2028","mexican"
"2029","brazilian"
"2030","chinese"
"2031","chinese"
"2032","mexican"
"2033","mexican"
"2034","mexican"
"2035","italian"
"2036","italian"
"2037","italian"
"2038","mexican"
"2039","southern_us"
"2040","cajun_creole"
"2041","italian"
"2042","southern_us"
"2043","french"
"2044","jamaican"
"2045","mexican"
"2046","italian"
"2047","italian"
"2048","italian"
"2049","spanish"
"2050","indian"
"2051","spanish"
"2052","italian"
"2053","japanese"
"2054","indian"
"2055","mexican"
"2056","indian"
"2057","indian"
"2058","mexican"
"2059","vietnamese"
"2060","brazilian"
"2061","french"
"2062","vietnamese"
"2063","southern_us"
"2064","mexican"
"2065","jamaican"
"2066","mexican"
"2067","moroccan"
"2068","mexican"
"2069","japanese"
"2070","thai"
"2071","italian"
"2072","mexican"
"2073","mexican"
"2074","thai"
"2075","mexican"
"2076","thai"
"2077","italian"
"2078","thai"
"2079","italian"
"2080","irish"
"2081","mexican"
"2082","thai"
"2083","mexican"
"2084","italian"
"2085","mexican"
"2086","irish"
"2087","cajun_creole"
"2088","italian"
"2089","filipino"
"2090","mexican"
"2091","italian"
"2092","italian"
"2093","mexican"
"2094","italian"
"2095","italian"
"2096","mexican"
"2097","thai"
"2098","italian"
"2099","italian"
"2100","southern_us"
"2101","italian"
"2102","thai"
"2103","korean"
"2104","thai"
"2105","italian"
"2106","italian"
"2107","mexican"
"2108","italian"
"2109","vietnamese"
"2110","mexican"
"2111","italian"
"2112","indian"
"2113","korean"
"2114","mexican"
"2115","southern_us"
"2116","vietnamese"
"2117","italian"
"2118","japanese"
"2119","indian"
"2120","southern_us"
"2121","mexican"
"2122","japanese"
"2123","italian"
"2124","indian"
"2125","mexican"
"2126","indian"
"2127","italian"
"2128","mexican"
"2129","mexican"
"2130","italian"
"2131","greek"
"2132","indian"
"2133","mexican"
"2134","mexican"
"2135","italian"
"2136","greek"
"2137","thai"
"2138","italian"
"2139","mexican"
"2140","italian"
"2141","indian"
"2142","thai"
"2143","indian"
"2144","thai"
"2145","spanish"
"2146","mexican"
"2147","thai"
"2148","spanish"
"2149","mexican"
"2150","chinese"
"2151","thai"
"2152","italian"
"2153","chinese"
"2154","cajun_creole"
"2155","southern_us"
"2156","italian"
"2157","italian"
"2158","mexican"
"2159","mexican"
"2160","cajun_creole"
"2161","japanese"
"2162","greek"
"2163","greek"
"2164","indian"
"2165","irish"
"2166","brazilian"
"2167","moroccan"
"2168","italian"
"2169","thai"
"2170","korean"
"2171","southern_us"
"2172","indian"
"2173","chinese"
"2174","italian"
"2175","southern_us"
"2176","italian"
"2177","indian"
"2178","italian"
"2179","moroccan"
"2180","mexican"
"2181","mexican"
"2182","filipino"
"2183","italian"
"2184","greek"
"2185","italian"
"2186","italian"
"2187","vietnamese"
"2188","chinese"
"2189","japanese"
"2190","italian"
"2191","italian"
"2192","french"
"2193","moroccan"
"2194","japanese"
"2195","cajun_creole"
"2196","vietnamese"
"2197","italian"
"2198","mexican"
"2199","southern_us"
"2200","southern_us"
"2201","greek"
"2202","southern_us"
"2203","italian"
"2204","jamaican"
"2205","italian"
"2206","jamaican"
"2207","thai"
"2208","italian"
"2209","french"
"2210","chinese"
"2211","cajun_creole"
"2212","mexican"
"2213","mexican"
"2214","mexican"
"2215","southern_us"
"2216","southern_us"
"2217","italian"
"2218","french"
"2219","italian"
"2220","italian"
"2221","thai"
"2222","mexican"
"2223","mexican"
"2224","indian"
"2225","greek"
"2226","japanese"
"2227","thai"
"2228","chinese"
"2229","italian"
"2230","indian"
"2231","italian"
"2232","southern_us"
"2233","indian"
"2234","italian"
"2235","italian"
"2236","greek"
"2237","mexican"
"2238","southern_us"
"2239","vietnamese"
"2240","italian"
"2241","indian"
"2242","mexican"
"2243","mexican"
"2244","mexican"
"2245","chinese"
"2246","mexican"
"2247","thai"
"2248","italian"
"2249","italian"
"2250","greek"
"2251","italian"
"2252","southern_us"
"2253","indian"
"2254","italian"
"2255","japanese"
"2256","thai"
"2257","greek"
"2258","mexican"
"2259","mexican"
"2260","italian"
"2261","mexican"
"2262","mexican"
"2263","mexican"
"2264","french"
"2265","mexican"
"2266","vietnamese"
"2267","indian"
"2268","italian"
"2269","cajun_creole"
"2270","cajun_creole"
"2271","chinese"
"2272","italian"
"2273","southern_us"
"2274","mexican"
"2275","chinese"
"2276","italian"
"2277","italian"
"2278","italian"
"2279","italian"
"2280","mexican"
"2281","mexican"
"2282","korean"
"2283","italian"
"2284","italian"
"2285","chinese"
"2286","mexican"
"2287","indian"
"2288","mexican"
"2289","italian"
"2290","southern_us"
"2291","southern_us"
"2292","mexican"
"2293","indian"
"2294","thai"
"2295","mexican"
"2296","mexican"
"2297","indian"
"2298","irish"
"2299","chinese"
"2300","french"
"2301","italian"
"2302","mexican"
"2303","italian"
"2304","chinese"
"2305","indian"
"2306","mexican"
"2307","korean"
"2308","indian"
"2309","southern_us"
"2310","chinese"
"2311","indian"
"2312","chinese"
"2313","southern_us"
"2314","italian"
"2315","cajun_creole"
"2316","cajun_creole"
"2317","japanese"
"2318","thai"
"2319","mexican"
"2320","chinese"
"2321","indian"
"2322","vietnamese"
"2323","filipino"
"2324","mexican"
"2325","indian"
"2326","indian"
"2327","italian"
"2328","chinese"
"2329","indian"
"2330","italian"
"2331","italian"
"2332","chinese"
"2333","mexican"
"2334","filipino"
"2335","southern_us"
"2336","indian"
"2337","italian"
"2338","russian"
"2339","indian"
"2340","italian"
"2341","moroccan"
"2342","italian"
"2343","indian"
"2344","greek"
"2345","brazilian"
"2346","mexican"
"2347","mexican"
"2348","greek"
"2349","mexican"
"2350","italian"
"2351","greek"
"2352","chinese"
"2353","indian"
"2354","italian"
"2355","russian"
"2356","mexican"
"2357","italian"
"2358","italian"
"2359","cajun_creole"
"2360","mexican"
"2361","mexican"
"2362","chinese"
"2363","italian"
"2364","cajun_creole"
"2365","italian"
"2366","italian"
"2367","mexican"
"2368","southern_us"
"2369","indian"
"2370","italian"
"2371","korean"
"2372","french"
"2373","chinese"
"2374","cajun_creole"
"2375","cajun_creole"
"2376","brazilian"
"2377","mexican"
"2378","thai"
"2379","mexican"
"2380","brazilian"
"2381","italian"
"2382","mexican"
"2383","italian"
"2384","indian"
"2385","mexican"
"2386","chinese"
"2387","indian"
"2388","southern_us"
"2389","italian"
"2390","italian"
"2391","korean"
"2392","southern_us"
"2393","southern_us"
"2394","mexican"
"2395","russian"
"2396","mexican"
"2397","korean"
"2398","italian"
"2399","southern_us"
"2400","indian"
"2401","italian"
"2402","italian"
"2403","mexican"
"2404","mexican"
"2405","filipino"
"2406","mexican"
"2407","southern_us"
"2408","chinese"
"2409","mexican"
"2410","mexican"
"2411","italian"
"2412","chinese"
"2413","italian"
"2414","irish"
"2415","japanese"
"2416","spanish"
"2417","cajun_creole"
"2418","mexican"
"2419","mexican"
"2420","moroccan"
"2421","italian"
"2422","mexican"
"2423","italian"
"2424","italian"
"2425","greek"
"2426","mexican"
"2427","chinese"
"2428","vietnamese"
"2429","mexican"
"2430","italian"
"2431","indian"
"2432","indian"
"2433","southern_us"
"2434","italian"
"2435","italian"
"2436","vietnamese"
"2437","southern_us"
"2438","chinese"
"2439","southern_us"
"2440","japanese"
"2441","southern_us"
"2442","southern_us"
"2443","chinese"
"2444","italian"
"2445","thai"
"2446","thai"
"2447","thai"
"2448","thai"
"2449","italian"
"2450","thai"
"2451","italian"
"2452","vietnamese"
"2453","greek"
"2454","vietnamese"
"2455","spanish"
"2456","italian"
"2457","mexican"
"2458","italian"
"2459","korean"
"2460","vietnamese"
"2461","southern_us"
"2462","mexican"
"2463","korean"
"2464","mexican"
"2465","thai"
"2466","indian"
"2467","italian"
"2468","indian"
"2469","french"
"2470","thai"
"2471","italian"
"2472","greek"
"2473","italian"
"2474","indian"
"2475","mexican"
"2476","mexican"
"2477","moroccan"
"2478","mexican"
"2479","italian"
"2480","cajun_creole"
"2481","mexican"
"2482","mexican"
"2483","mexican"
"2484","italian"
"2485","british"
"2486","mexican"
"2487","mexican"
"2488","mexican"
"2489","italian"
"2490","chinese"
"2491","chinese"
"2492","italian"
"2493","french"
"2494","italian"
"2495","vietnamese"
"2496","italian"
"2497","french"
"2498","italian"
"2499","korean"
"2500","mexican"
"2501","mexican"
"2502","mexican"
"2503","indian"
"2504","jamaican"
"2505","mexican"
"2506","mexican"
"2507","vietnamese"
"2508","thai"
"2509","mexican"
"2510","thai"
"2511","italian"
"2512","filipino"
"2513","italian"
"2514","italian"
"2515","indian"
"2516","italian"
"2517","southern_us"
"2518","southern_us"
"2519","mexican"
"2520","italian"
"2521","mexican"
"2522","mexican"
"2523","mexican"
"2524","japanese"
"2525","mexican"
"2526","italian"
"2527","mexican"
"2528","italian"
"2529","brazilian"
"2530","italian"
"2531","mexican"
"2532","indian"
"2533","mexican"
"2534","italian"
"2535","korean"
"2536","chinese"
"2537","mexican"
"2538","french"
"2539","italian"
"2540","japanese"
"2541","japanese"
"2542","korean"
"2543","italian"
"2544","italian"
"2545","mexican"
"2546","italian"
"2547","indian"
"2548","mexican"
"2549","southern_us"
"2550","vietnamese"
"2551","vietnamese"
"2552","italian"
"2553","italian"
"2554","indian"
"2555","italian"
"2556","mexican"
"2557","indian"
"2558","southern_us"
"2559","indian"
"2560","italian"
"2561","cajun_creole"
"2562","french"
"2563","italian"
"2564","greek"
"2565","mexican"
"2566","mexican"
"2567","mexican"
"2568","vietnamese"
"2569","italian"
"2570","french"
"2571","spanish"
"2572","mexican"
"2573","italian"
"2574","jamaican"
"2575","indian"
"2576","indian"
"2577","indian"
"2578","southern_us"
"2579","indian"
"2580","mexican"
"2581","italian"
"2582","mexican"
"2583","thai"
"2584","italian"
"2585","italian"
"2586","indian"
"2587","mexican"
"2588","mexican"
"2589","southern_us"
"2590","mexican"
"2591","mexican"
"2592","spanish"
"2593","italian"
"2594","japanese"
"2595","southern_us"
"2596","french"
"2597","chinese"
"2598","brazilian"
"2599","italian"
"2600","southern_us"
"2601","italian"
"2602","chinese"
"2603","chinese"
"2604","mexican"
"2605","mexican"
"2606","mexican"
"2607","mexican"
"2608","mexican"
"2609","chinese"
"2610","mexican"
"2611","southern_us"
"2612","italian"
"2613","japanese"
"2614","italian"
"2615","thai"
"2616","mexican"
"2617","italian"
"2618","italian"
"2619","thai"
"2620","italian"
"2621","spanish"
"2622","mexican"
"2623","thai"
"2624","korean"
"2625","italian"
"2626","italian"
"2627","mexican"
"2628","japanese"
"2629","southern_us"
"2630","french"
"2631","chinese"
"2632","spanish"
"2633","indian"
"2634","greek"
"2635","cajun_creole"
"2636","chinese"
"2637","thai"
"2638","italian"
"2639","italian"
"2640","italian"
"2641","italian"
"2642","thai"
"2643","chinese"
"2644","french"
"2645","mexican"
"2646","southern_us"
"2647","italian"
"2648","italian"
"2649","indian"
"2650","chinese"
"2651","chinese"
"2652","italian"
"2653","mexican"
"2654","italian"
"2655","japanese"
"2656","cajun_creole"
"2657","greek"
"2658","japanese"
"2659","moroccan"
"2660","chinese"
"2661","southern_us"
"2662","southern_us"
"2663","italian"
"2664","mexican"
"2665","italian"
"2666","indian"
"2667","italian"
"2668","irish"
"2669","indian"
"2670","italian"
"2671","chinese"
"2672","italian"
"2673","vietnamese"
"2674","italian"
"2675","southern_us"
"2676","greek"
"2677","russian"
